id,timestamp,latitude,longitude,speed
TC-001,2025-04-26 21:07:43.202980,38.60245855925494,34.89687247832123,0.6910434639913654
TC-001,2025-04-26 21:07:44.202980,38.602355125412586,34.896966949878696,1.3291093094057012
TC-001,2025-04-26 21:07:45.202980,38.60232043300085,34.8969671709454,2.1140289425779573
TC-001,2025-04-26 21:07:46.202980,38.60231525101512,34.89706547058859,2.726513948626394
TC-001,2025-04-26 21:07:47.202980,38.60226664009264,34.897113038036935,3.247709724790275
TC-001,2025-04-26 21:07:48.202980,38.60216135390376,34.8971813366813,3.869492539223873
TC-001,2025-04-26 21:07:49.202980,38.602032252622806,34.89732204048284,4.420201491978496
TC-001,2025-04-26 21:07:50.202980,38.60200341882243,34.89732067705713,4.9642222122091395
TC-001,2025-04-26 21:07:51.202980,38.601972369514144,34.89734925614581,5.625232497714232
TC-001,2025-04-26 21:07:52.202980,38.60198903798218,34.89739807173437,6.1827386662066495
TC-001,2025-04-26 21:07:53.202980,38.601859710852445,34.89746349881933,6.823584743948112
TC-001,2025-04-26 21:07:54.202980,38.60183614977455,34.89757180240131,7.6533476963727765
TC-001,2025-04-26 21:07:55.202980,38.601661799759725,34.897577241835066,8.210935958952808
TC-001,2025-04-26 21:07:56.202980,38.60165285966256,34.89766470963382,8.854315003757323
TC-001,2025-04-26 21:07:57.202980,38.601661942526675,34.897739335986266,9.603778647151845
TC-001,2025-04-26 21:07:58.202980,38.6016103384808,34.897770369590525,10.187991842580345
TC-001,2025-04-26 21:07:59.202980,38.60161457380929,34.897817461519764,10.788097434246623
TC-001,2025-04-26 21:08:00.202980,38.601517163942084,34.897877100598485,11.570525802753323
TC-001,2025-04-26 21:08:01.202980,38.601424096352154,34.89789577185111,12.052138330613476
TC-001,2025-04-26 21:08:02.202980,38.6014398598074,34.897978806686474,12.533516824769364
TC-001,2025-04-26 21:08:03.202980,38.60142299861804,34.89800164364925,13.13797653832886
TC-001,2025-04-26 21:08:04.202980,38.60128241246124,34.89799840091064,13.775281859824712
TC-001,2025-04-26 21:08:05.202980,38.601215346530665,34.89808755292474,14.25396503878307
TC-001,2025-04-26 21:08:06.202980,38.60115620479737,34.89806310332833,14.91316857796732
TC-001,2025-04-26 21:08:07.202980,38.60115882175603,34.898108669315775,15.564498312497353
TC-001,2025-04-26 21:08:08.202980,38.60109685549012,34.898156666061396,16.126732731844925
TC-001,2025-04-26 21:08:09.202980,38.60108722719087,34.898191687018866,16.66282553374755
TC-001,2025-04-26 21:08:10.202980,38.60095606842917,34.898174374489585,17.163628408844183
TC-001,2025-04-26 21:08:11.202980,38.60096458402974,34.89822379170798,17.872893741800596
TC-001,2025-04-26 21:08:12.202980,38.600936401722905,34.89825262049765,18.52921608722015
TC-001,2025-04-26 21:08:13.202980,38.600948001785426,34.89832405701146,19.226055708893462
TC-001,2025-04-26 21:08:14.202980,38.600916980111876,34.89835316993723,19.651028668494746
TC-001,2025-04-26 21:08:15.202980,38.60093294702568,34.89831720413374,20.20107523273029
TC-001,2025-04-26 21:08:16.202980,38.600848555206035,34.89832722034433,20.916106163307493
TC-001,2025-04-26 21:08:17.202980,38.60082437947029,34.89834073821517,21.506179815406625
TC-001,2025-04-26 21:08:18.202980,38.600803904887684,34.89838420211682,22.147732437857254
TC-001,2025-04-26 21:08:19.202980,38.60078561133641,34.89840353947125,22.756623692784807
TC-001,2025-04-26 21:08:20.202980,38.60070950580666,34.89846183816376,23.472870684012026
TC-001,2025-04-26 21:08:21.202980,38.600645155876876,34.898468431686005,24.066427998039558
TC-001,2025-04-26 21:08:22.202980,38.60062247597551,34.898503602803295,24.683406151006864
TC-001,2025-04-26 21:08:23.202980,38.60064558045834,34.89858681058031,25.284633016025477
TC-001,2025-04-26 21:08:24.202980,38.600636259807104,34.89860676326024,25.91410291057999
TC-001,2025-04-26 21:08:25.202980,38.600592664185605,34.898639509123306,26.642469720088673
TC-001,2025-04-26 21:08:26.202980,38.60056280654104,34.89866576645227,27.36068010374123
TC-001,2025-04-26 21:08:27.202980,38.60055394549721,34.89880388841561,27.749770537480497
TC-001,2025-04-26 21:08:28.202980,38.60043567382368,34.89889546594619,28.284920998385093
TC-001,2025-04-26 21:08:29.202980,38.600495722489015,34.89895563560632,28.88332230839814
TC-001,2025-04-26 21:08:30.202980,38.600563313292284,34.89915302860077,29.416314704659108
TC-001,2025-04-26 21:08:31.202980,38.60047698960237,34.89920810060048,30.055367086359603
TC-001,2025-04-26 21:08:32.202980,38.600402241871535,34.89931963630704,30.687449312694813
TC-001,2025-04-26 21:08:33.202980,38.60032039348828,34.899340727819656,31.464452502139032
TC-001,2025-04-26 21:08:34.202980,38.600363269908,34.89939993198242,32.117447857888436
TC-001,2025-04-26 21:08:35.202980,38.60031591089827,34.89935260610406,32.77591228976904
TC-001,2025-04-26 21:08:36.202980,38.600277719195624,34.89943589098594,33.34572996394909
TC-001,2025-04-26 21:08:37.202980,38.6001453733475,34.89947159644748,33.88652564869857
TC-001,2025-04-26 21:08:38.202980,38.60009957306188,34.89950779704573,34.474536382589356
TC-001,2025-04-26 21:08:39.202980,38.60005582700602,34.89956271075107,35.219106892103234
TC-001,2025-04-26 21:08:40.202980,38.5999489614713,34.89963831070862,35.90853178549274
TC-001,2025-04-26 21:08:41.202980,38.59981481115051,34.89971267222356,36.44692072843728
TC-001,2025-04-26 21:08:42.202980,38.59974210001149,34.89977020199689,37.13326980844361
TC-001,2025-04-26 21:08:43.202980,38.59960574541452,34.899864470682935,37.7400348264176
TC-001,2025-04-26 21:08:44.202980,38.5996031066019,34.89986866224182,38.38128141201312
TC-001,2025-04-26 21:08:45.202980,38.599572474532565,34.89986839203487,39.11984404401894
TC-001,2025-04-26 21:08:46.202980,38.59957978808802,34.89992342113912,39.765851776897975
TC-001,2025-04-26 21:08:47.202980,38.59968989723747,34.89988108543794,40.45932251539757
TC-001,2025-04-26 21:08:48.202980,38.59950265749019,34.89988998981797,41.00546424315041
TC-001,2025-04-26 21:08:49.202980,38.599500121963025,34.89988779381533,41.59757097304457
TC-001,2025-04-26 21:08:50.202980,38.59940205969308,34.89988910683087,42.096186672958254
TC-001,2025-04-26 21:08:51.202980,38.59931765463749,34.89988678667826,42.590815771240486
TC-001,2025-04-26 21:08:52.202980,38.5993176501033,34.899924335474765,43.16923676644875
TC-001,2025-04-26 21:08:53.202980,38.599280675743486,34.90001692035236,43.804566085502685
TC-001,2025-04-26 21:08:54.202980,38.5992150241113,34.90007420657169,44.43878911216949
TC-001,2025-04-26 21:08:55.202980,38.59916973990627,34.90008185647989,45.238726137095064
TC-001,2025-04-26 21:08:56.202980,38.59918667424329,34.90016765534945,45.7583735577716
TC-001,2025-04-26 21:08:57.202980,38.599115002747844,34.90028533377087,46.47029939778438
TC-001,2025-04-26 21:08:58.202980,38.59903766340824,34.900353796798754,47.060822279747775
TC-001,2025-04-26 21:08:59.202980,38.59898078056707,34.90041306015261,47.57709583324878
TC-001,2025-04-26 21:09:00.202980,38.59892860689476,34.900460066824294,48.06818298432442
TC-001,2025-04-26 21:09:01.202980,38.59887008339783,34.90056427120475,48.70417123324519
TC-001,2025-04-26 21:09:02.202980,38.5988216211677,34.900588276967376,49.343086115389845
TC-001,2025-04-26 21:09:03.202980,38.59871185837893,34.900610956298856,49.970424185047975
TC-001,2025-04-26 21:09:04.202980,38.598734879502025,34.90065537452504,50.57651703144589
TC-001,2025-04-26 21:09:05.202980,38.59858055213907,34.9007445058773,51.96843231188183
TC-001,2025-04-26 21:09:06.202980,38.59844274575947,34.900734976339045,51.911751638695854
TC-001,2025-04-26 21:09:07.202980,38.59839436231633,34.90082286973573,51.432145984194456
TC-001,2025-04-26 21:09:08.202980,38.59831648357203,34.90078955779204,51.87467654970827
TC-001,2025-04-26 21:09:09.202980,38.5982097079964,34.900823899608476,52.27134450827848
TC-001,2025-04-26 21:09:10.202980,38.598190234820066,34.9009200338598,50.83565522218651
TC-001,2025-04-26 21:09:11.202980,38.598144316571975,34.900952812703316,50.0
TC-001,2025-04-26 21:09:12.202980,38.59814695565087,34.90104812488488,50.0
TC-001,2025-04-26 21:09:13.202980,38.59804458225364,34.90110042709627,50.0
TC-001,2025-04-26 21:09:14.202980,38.59797048925764,34.90118622612452,50.567255005984606
TC-001,2025-04-26 21:09:15.202980,38.597939361951894,34.901162466288255,51.454468075082154
TC-001,2025-04-26 21:09:16.202980,38.59785714377082,34.90117415286308,50.91523233228049
TC-001,2025-04-26 21:09:17.202980,38.59782422760731,34.90124701154053,50.589774256562634
TC-001,2025-04-26 21:09:18.202980,38.597899988244365,34.9013064029722,50.575079291376646
TC-001,2025-04-26 21:09:19.202980,38.59787560432635,34.90135259926142,51.465368622319396
TC-001,2025-04-26 21:09:20.202980,38.59780947330837,34.901401500404354,50.84517375468466
TC-001,2025-04-26 21:09:21.202980,38.597752475695074,34.90141435510484,50.90563486963129
TC-001,2025-04-26 21:09:22.202980,38.59765550260599,34.90160178715456,52.34104401640745
TC-001,2025-04-26 21:09:23.202980,38.597589235196786,34.901620671273704,54.13762584145753
TC-001,2025-04-26 21:09:24.202980,38.597467456208605,34.90181990074037,53.433011237283516
TC-001,2025-04-26 21:09:25.202980,38.59738900585821,34.901972844158784,53.61701515191321
TC-001,2025-04-26 21:09:26.202980,38.59732090807304,34.90208419916483,51.71505728759478
TC-001,2025-04-26 21:09:27.202980,38.597284655443,34.90215276830738,53.206312214796974
TC-001,2025-04-26 21:09:28.202980,38.59720433304091,34.9021401594601,51.693623556490294
TC-001,2025-04-26 21:09:29.202980,38.59719266688956,34.902129073481724,50.734434448006446
TC-001,2025-04-26 21:09:30.202980,38.59721023628143,34.90222531393872,50.90338413059306
TC-001,2025-04-26 21:09:31.202980,38.597195039031384,34.9022461200061,50.72777585417557
TC-001,2025-04-26 21:09:32.202980,38.59716324396845,34.90224843178814,51.39670292939261
TC-001,2025-04-26 21:09:33.202980,38.597134110592094,34.90230818024696,50.81041846657999
TC-001,2025-04-26 21:09:34.202980,38.5970841838769,34.90235239323339,50.42992299811499
TC-001,2025-04-26 21:09:35.202980,38.59703759710349,34.90240675031325,51.00257654153738
TC-001,2025-04-26 21:09:36.202980,38.59697748193629,34.90249680238867,50.0
TC-001,2025-04-26 21:09:37.202980,38.596987740198195,34.902477593185296,50.29109912104088
TC-001,2025-04-26 21:09:38.202980,38.596918501868586,34.902519032163255,50.0
TC-001,2025-04-26 21:09:39.202980,38.59688214257509,34.90259340971848,50.621436889683245
TC-001,2025-04-26 21:09:40.202980,38.59683075460717,34.9026712002722,51.144218598821084
TC-001,2025-04-26 21:09:41.202980,38.59687612978444,34.9026767926644,50.81936217276998
TC-001,2025-04-26 21:09:42.202980,38.59685751086917,34.90273760491614,53.132799201643635
TC-001,2025-04-26 21:09:43.202980,38.59677643556244,34.90274446556007,53.017448572283435
TC-001,2025-04-26 21:09:44.202980,38.59661818569129,34.902766757053605,51.92596053177896
TC-001,2025-04-26 21:09:45.202980,38.59649212593876,34.90277823555455,52.298060019109315
TC-001,2025-04-26 21:09:46.202980,38.5964348305106,34.902823847993254,54.25229017497245
TC-001,2025-04-26 21:09:47.202980,38.59640657120894,34.90285695479501,53.944820895657806
TC-001,2025-04-26 21:09:48.202980,38.596364230908684,34.90295673396689,53.95160240520278
TC-001,2025-04-26 21:09:49.202980,38.59639515934852,34.90302212187818,52.89261988493057
TC-001,2025-04-26 21:09:50.202980,38.59630433831519,34.903088999077184,52.426198407757646
TC-001,2025-04-26 21:09:51.202980,38.59629063202016,34.90314872394839,51.658800946902396
TC-001,2025-04-26 21:09:52.202980,38.596244178759896,34.90318494240267,51.06446363922211
TC-001,2025-04-26 21:09:53.202980,38.59619939331395,34.903194298773336,50.837535596957714
TC-001,2025-04-26 21:09:54.202980,38.596096499039184,34.90315914020663,50.348462191467796
TC-001,2025-04-26 21:09:55.202980,38.596033634550906,34.90318411956119,50.0
TC-001,2025-04-26 21:09:56.202980,38.596006823332196,34.90319786929519,50.0
TC-001,2025-04-26 21:09:57.202980,38.596047739979014,34.90327376743311,51.32227846111803
TC-001,2025-04-26 21:09:58.202980,38.59602604931835,34.90336676300128,51.809851610750194
TC-001,2025-04-26 21:09:59.202980,38.59588722486778,34.903518868069305,52.692788408565406
TC-001,2025-04-26 21:10:00.202980,38.59573549042486,34.90364011383707,53.116068604553945
TC-001,2025-04-26 21:10:01.202980,38.5956751714402,34.90373673762395,52.85612454872078
TC-001,2025-04-26 21:10:02.202980,38.595650978123864,34.903760395844216,54.405160967177444
TC-001,2025-04-26 21:10:03.202980,38.595562776354384,34.9038419777684,51.83653079347159
TC-001,2025-04-26 21:10:04.202980,38.5955889065937,34.903861629126844,50.66570257870608
TC-001,2025-04-26 21:10:05.202980,38.59551288278786,34.903917548199416,52.4198894239119
TC-001,2025-04-26 21:10:06.202980,38.59548734931513,34.9039529819992,52.05482121632967
TC-001,2025-04-26 21:10:07.202980,38.59540961609904,34.90390414349154,51.20657397077187
TC-001,2025-04-26 21:10:08.202980,38.59540607770432,34.90391327652281,50.0
TC-001,2025-04-26 21:10:09.202980,38.59536365064121,34.903992144554685,50.565612333349215
TC-001,2025-04-26 21:10:10.202980,38.5952809012904,34.904050959992915,50.14160578979517
TC-001,2025-04-26 21:10:11.202980,38.59519753168937,34.90408290332387,50.8147944092204
TC-001,2025-04-26 21:10:12.202980,38.59519802107321,34.90409487107285,51.25456781028074
TC-001,2025-04-26 21:10:13.202980,38.59515064170937,34.90412486103748,50.91873174237011
TC-001,2025-04-26 21:10:14.202980,38.59506031194063,34.904129226817076,51.78861716983783
TC-001,2025-04-26 21:10:15.202980,38.59499183710572,34.9042466136019,50.96461914947259
TC-001,2025-04-26 21:10:16.202980,38.594992651355376,34.90422287752014,50.626240508757036
TC-001,2025-04-26 21:10:17.202980,38.59487551255773,34.90422630403881,50.12762341696581
TC-001,2025-04-26 21:10:18.202980,38.59484705512423,34.90427155494776,50.0
TC-001,2025-04-26 21:10:19.202980,38.5948230857195,34.904357671971766,50.0
TC-001,2025-04-26 21:10:20.202980,38.59482236463708,34.904361425102046,50.0
TC-001,2025-04-26 21:10:21.202980,38.594802364483236,34.90443828215108,50.0
TC-001,2025-04-26 21:10:22.202980,38.59467424077194,34.9045111876734,50.0
TC-001,2025-04-26 21:10:23.202980,38.5945536466874,34.904555287386174,51.109731677523506
TC-001,2025-04-26 21:10:24.202980,38.594463136928596,34.90452681551141,50.72944376242243
TC-001,2025-04-26 21:10:25.202980,38.59442631525777,34.90456412434428,51.328252343636045
TC-001,2025-04-26 21:10:26.202980,38.59436688301923,34.904609351255225,51.03959788320486
TC-001,2025-04-26 21:10:27.202980,38.59431890464218,34.904567051215366,51.605108494295266
TC-001,2025-04-26 21:10:28.202980,38.5942495422915,34.9046643299022,51.97226529710068
TC-001,2025-04-26 21:10:29.202980,38.59421010496794,34.904662067012076,50.16945842037734
TC-001,2025-04-26 21:10:30.202980,38.594118922097806,34.90473393258193,50.0
TC-001,2025-04-26 21:10:31.202980,38.59417876472182,34.90474005446641,51.967020849481024
TC-001,2025-04-26 21:10:32.202980,38.59406811691625,34.90482200034979,51.46844506051565
TC-001,2025-04-26 21:10:33.202980,38.59401036831077,34.90481096226519,51.64616415949313
TC-001,2025-04-26 21:10:34.202980,38.593986599805554,34.90488917559096,51.72618802099131
TC-001,2025-04-26 21:10:35.202980,38.59396008831089,34.90488839282835,52.74191996030985
TC-001,2025-04-26 21:10:36.202980,38.593893271164625,34.904998330814074,52.38217036712929
TC-001,2025-04-26 21:10:37.202980,38.59379300647267,34.905067028973974,53.06828360796092
TC-001,2025-04-26 21:10:38.202980,38.59370695448485,34.90521162414358,52.675332117517144
TC-001,2025-04-26 21:10:39.202980,38.5935986727253,34.90531538951193,53.57837330951581
TC-001,2025-04-26 21:10:40.202980,38.59354341822907,34.90541304926162,53.82801650208703
TC-001,2025-04-26 21:10:41.202980,38.59354384787901,34.90557415700896,52.610785206804145
TC-001,2025-04-26 21:10:42.202980,38.59349899620249,34.90567872100404,54.31644994347092
TC-001,2025-04-26 21:10:43.202980,38.59348285407447,34.90576880564799,54.06144135692616
TC-001,2025-04-26 21:10:44.202980,38.593369447417686,34.90584168906794,53.830100551423236
TC-001,2025-04-26 21:10:45.202980,38.59341237004946,34.90585946331405,52.83326095483986
TC-001,2025-04-26 21:10:46.202980,38.5934285222041,34.90582204275383,51.500682934531625
TC-001,2025-04-26 21:10:47.202980,38.59337193022803,34.90585264269057,50.0
TC-001,2025-04-26 21:10:48.202980,38.593224401745,34.90591897636274,50.0
TC-001,2025-04-26 21:10:49.202980,38.59317700605506,34.90591792029336,51.861778995021744
TC-001,2025-04-26 21:10:50.202980,38.59316836695997,34.90580020705411,52.76057177937829
TC-001,2025-04-26 21:10:51.202980,38.593121287492735,34.90587201882403,52.60312272616012
TC-001,2025-04-26 21:10:52.202980,38.593107612696855,34.90592478175696,52.51068065769229
TC-001,2025-04-26 21:10:53.202980,38.59299822157511,34.90599471017142,51.52503593660709
TC-001,2025-04-26 21:10:54.202980,38.59294259972395,34.905996523999576,50.40887397833493
TC-001,2025-04-26 21:10:55.202980,38.59291425673573,34.90605594653921,51.88184132167042
TC-001,2025-04-26 21:10:56.202980,38.59287411478945,34.90613769272932,51.85562385652972
TC-001,2025-04-26 21:10:57.202980,38.59277771328687,34.90620031302677,51.162793790805246
TC-001,2025-04-26 21:10:58.202980,38.592660057812644,34.90623594605678,50.0
TC-001,2025-04-26 21:10:59.202980,38.59253315307768,34.90629142137164,50.48761908729886
TC-001,2025-04-26 21:11:00.202980,38.59247110911043,34.906323006841646,51.51148727921862
TC-001,2025-04-26 21:11:01.202980,38.59240508407225,34.90643740947339,50.0
TC-001,2025-04-26 21:11:02.202980,38.59237769005089,34.90653539520353,50.0
TC-001,2025-04-26 21:11:03.202980,38.59233813202146,34.9066621085968,50.45480933990745
TC-001,2025-04-26 21:11:04.202980,38.5922500291759,34.90671594436137,50.00839644919344
TC-001,2025-04-26 21:11:05.202980,38.592095438497644,34.906741961684645,50.0
TC-001,2025-04-26 21:11:06.202980,38.5920302402755,34.90680783925195,50.0
TC-001,2025-04-26 21:11:07.202980,38.59201453297876,34.90682571643015,50.0
TC-001,2025-04-26 21:11:08.202980,38.59196934767688,34.906852571233415,50.47469167388901
TC-001,2025-04-26 21:11:09.202980,38.59188582949643,34.90687520218813,50.0
TC-001,2025-04-26 21:11:10.202980,38.59178268759877,34.906884895626824,50.0
TC-001,2025-04-26 21:11:11.202980,38.59169799384627,34.90695691459671,50.0
TC-001,2025-04-26 21:11:12.202980,38.59171569436123,34.90703340749366,50.0
TC-001,2025-04-26 21:11:13.202980,38.59162826342037,34.907045731540514,50.2111836938635
TC-001,2025-04-26 21:11:14.202980,38.59161096819649,34.907135527421175,51.682474056515495
TC-001,2025-04-26 21:11:15.202980,38.59151898542354,34.9072026320736,52.34082710771107
TC-001,2025-04-26 21:11:16.202980,38.591432137363626,34.90721202565427,52.621185522362126
TC-001,2025-04-26 21:11:17.202980,38.59139300976905,34.90719370529449,53.55197649732674
TC-001,2025-04-26 21:11:18.202980,38.59129756864981,34.907276600043936,53.32050870160955
TC-001,2025-04-26 21:11:19.202980,38.59120094197911,34.907285245142376,53.54049852443
TC-001,2025-04-26 21:11:20.202980,38.59113541564124,34.90731826968669,53.70530385918141
TC-001,2025-04-26 21:11:21.202980,38.591016228706614,34.90724575278528,53.615557901726355
TC-001,2025-04-26 21:11:22.202980,38.59104526837093,34.90737106746998,52.873963765806785
TC-001,2025-04-26 21:11:23.202980,38.591026779280725,34.907389504040914,53.06816964108387
TC-001,2025-04-26 21:11:24.202980,38.59094858986394,34.90749028004776,52.47193199317286
TC-001,2025-04-26 21:11:25.202980,38.590866796002544,34.90755009365451,51.04179767842013
TC-001,2025-04-26 21:11:26.202980,38.590837544259564,34.9076227624638,51.929116987732016
TC-001,2025-04-26 21:11:27.202980,38.5908087315586,34.90770884676294,52.181361928844844
TC-001,2025-04-26 21:11:28.202980,38.59078567372514,34.90773667767629,51.84265228282941
TC-001,2025-04-26 21:11:29.202980,38.5907669017526,34.90777839666935,50.019847396198536
TC-001,2025-04-26 21:11:30.202980,38.59073035823415,34.907871418014835,50.8688147419984
TC-001,2025-04-26 21:11:31.202980,38.59073712063023,34.9078804554729,50.0
TC-001,2025-04-26 21:11:32.202980,38.590727566645896,34.90795470956142,50.0
TC-001,2025-04-26 21:11:33.202980,38.59061110936642,34.9080148994785,50.0
TC-001,2025-04-26 21:11:34.202980,38.59056221810829,34.908042727231404,52.02714733968025
TC-001,2025-04-26 21:11:35.202980,38.59055986664481,34.90807859030873,52.242433787974484
